Sample.Date,Region,Copies.mL,7.day.avg,Low.Confidence.Interval,High.Confidence.Interval
2024-01-23,Northern,1127,956,356,521
2024-01-24,Southern,911,1101,288,421
2024-01-24,Northern,1531,1066,484,707
2024-01-25,Southern,820,1083,259,379
2024-01-25,Northern,911,1028,288,421
2024-01-26,Southern,1009,1048,319,466
2024-01-26,Northern,901,1036,285,416
2024-01-27,Southern,1210,1039,382,559
2024-01-27,Northern,591,975,187,273
2024-01-28,Southern,1054,1039,333,487
2024-01-28,Northern,753,956,238,348
2024-01-29,Southern,1016,996,321,469
2024-01-29,Northern,786,905,248,363
2024-01-30,Southern,1060,1005,335,490
2024-01-30,Northern,1044,895,330,482
2024-01-31,Southern,1178,1043,372,544
2024-01-31,Northern,915,831,289,423
2024-02-01,Southern,613,1000,194,283
2024-02-01,Northern,1022,845,323,472
2024-02-02,Southern,3470,1193,1097,1603
2024-02-02,Northern,947,851,299,438
2024-02-03,Southern,1257,1200,397,581
2024-02-03,Northern,879,901,278,406
2024-02-04,Southern,1404,1250,444,649
2024-02-04,Northern,1092,950,345,505
2024-02-05,Southern,1126,1268,356,520
2024-02-05,Northern,870,964,275,402
2024-02-06,Southern,1036,1264,327,479
2024-02-06,Northern,732,916,231,338
2024-02-07,Southern,920,1220,291,425
2024-02-07,Northern,899,914,284,416
2024-02-08,Southern,772,1261,244,357
2024-02-08,Northern,1114,925,352,515
2024-02-09,Southern,794,1022,251,367
2024-02-09,Northern,880,915,278,407
2024-02-10,Southern,1423,1040,450,657
2024-02-10,Northern,1061,940,335,490
2024-02-11,Southern,1114,1006,352,514
2024-02-11,Northern,828,904,262,382
2024-02-12,Southern,1091,1001,345,504
2024-02-12,Northern,622,862,196,287
2024-02-13,Southern,757,958,239,350
2024-02-13,Northern,461,806,146,213
2024-02-14,Southern,513,881,162,237
2024-02-14,Northern,758,787,240,350
2024-02-15,Southern,789,884,249,365
2024-02-15,Northern,895,763,283,414
2024-02-16,Southern,1211,939,383,559
2024-02-16,Northern,672,734,212,310
2024-02-17,Southern,779,861,246,360
2024-02-17,Northern,502,659,159,232
2024-02-18,Southern,687,804,217,317
2024-02-18,Northern,536,620,169,248
2024-02-19,Southern,585,735,185,270
2024-02-19,Northern,549,609,173,254
2024-02-20,Southern,607,712,192,281
2024-02-20,Northern,483,613,153,223
2024-02-21,Southern,572,724,181,264
2024-02-21,Northern,508,579,160,235
2024-02-22,Southern,612,698,193,283
2024-02-22,Northern,462,527,146,214
2024-02-23,Southern,921,671,291,426
2024-02-23,Northern,472,501,149,218
2024-02-24,Southern,737,666,233,340
2024-02-24,Northern,532,505,168,246
2024-02-25,Southern,630,658,199,291
2024-02-25,Northern,492,499,156,228
2024-02-26,Southern,651,668,206,301
2024-02-26,Northern,398,476,126,184
2024-02-27,Southern,575,663,182,265
2024-02-27,Northern,461,473,146,213
2024-02-28,Southern,491,648,155,227
2024-02-28,Northern,647,490,205,299
2024-02-29,Southern,477,625,151,220
2024-02-29,Northern,471,491,149,218
2024-03-01,Southern,1175,648,371,543
2024-03-01,Northern,579,506,183,268
2024-03-02,Southern,409,595,129,189
2024-03-02,Northern,334,474,106,154
2024-03-03,Southern,397,557,126,184
2024-03-03,Northern,265,434,84,123
2024-03-04,Southern,575,548,182,265
2024-03-04,Northern,243,404,77,112
2024-03-05,Southern,530,541,167,245
2024-03-05,Northern,341,387,108,157
2024-03-06,Southern,391,524,124,181
2024-03-06,Northern,620,384,196,286
2024-03-07,Southern,438,518,139,203
2024-03-07,Northern,2546,489,805,1176
2024-03-08,Southern,NA,NA,NA,NA
2024-03-08,Northern,NA,NA,NA,NA
2024-03-09,Southern,NA,NA,NA,NA
2024-03-09,Northern,NA,NA,NA,NA
2024-03-10,Southern,NA,NA,NA,NA
2024-03-10,Northern,NA,NA,NA,NA
2024-03-11,Southern,NA,NA,NA,NA
2024-03-11,Northern,NA,NA,NA,NA
2024-03-12,Southern,NA,NA,NA,NA
2024-03-12,Northern,NA,NA,NA,NA
2024-03-13,Southern,NA,NA,NA,NA
2024-03-13,Northern,NA,NA,NA,NA
2024-03-14,Southern,NA,NA,NA,NA
2024-03-14,Northern,NA,NA,NA,NA
2024-03-15,Southern,NA,NA,NA,NA
2024-03-15,Northern,NA,NA,NA,NA
2024-03-16,Southern,NA,NA,NA,NA
2024-03-16,Northern,NA,NA,NA,NA
2024-03-17,Southern,NA,NA,NA,NA
2024-03-17,Northern,NA,NA,NA,NA
2024-03-18,Southern,NA,NA,NA,NA
2024-03-18,Northern,NA,NA,NA,NA
2024-03-19,Southern,NA,NA,NA,NA
2024-03-19,Northern,NA,NA,NA,NA
2024-03-20,Southern,NA,NA,NA,NA
2024-03-20,Northern,NA,NA,NA,NA
2024-03-21,Southern,NA,NA,NA,NA
2024-03-21,Northern,NA,NA,NA,NA
2024-03-22,Southern,NA,NA,NA,NA
2024-03-22,Northern,NA,NA,NA,NA
2024-03-23,Southern,NA,NA,NA,NA
2024-03-23,Northern,NA,NA,NA,NA
2024-03-24,Southern,NA,NA,NA,NA
2024-03-24,Northern,NA,NA,NA,NA
2024-03-25,Southern,NA,NA,NA,NA
2024-03-25,Northern,NA,NA,NA,NA
2024-03-26,Southern,NA,NA,NA,NA
2024-03-26,Northern,NA,NA,NA,NA
2024-03-27,Southern,NA,NA,NA,NA
2024-03-27,Northern,NA,NA,NA,NA
2024-03-28,Southern,NA,NA,NA,NA
2024-03-28,Northern,NA,NA,NA,NA
2024-03-29,Southern,NA,NA,NA,NA
2024-03-29,Northern,NA,NA,NA,NA
2024-03-30,Southern,NA,NA,NA,NA
2024-03-30,Northern,NA,NA,NA,NA
2024-03-31,Southern,NA,NA,NA,NA
2024-03-31,Northern,NA,NA,NA,NA
2024-04-01,Southern,NA,NA,NA,NA
2024-04-01,Northern,NA,NA,NA,NA
2024-04-02,Southern,NA,NA,NA,NA
2024-04-02,Northern,NA,NA,NA,NA
2024-04-03,Southern,NA,NA,NA,NA
2024-04-03,Northern,NA,NA,NA,NA
2024-04-04,Southern,NA,NA,NA,NA
2024-04-04,Northern,NA,NA,NA,NA
2024-04-05,Southern,NA,NA,NA,NA
2024-04-05,Northern,NA,NA,NA,NA
2024-04-06,Southern,NA,NA,NA,NA
2024-04-06,Northern,NA,NA,NA,NA
2024-04-07,Southern,NA,NA,NA,NA
2024-04-07,Northern,NA,NA,NA,NA
