Sample.Date,Region,Copies.mL,7.day.avg,Low.Confidence.Interval,High.Confidence.Interval
2022-02-13,Southern,157,248,49,72
2022-02-13,Northern,129,187,41,60
2022-02-14,Southern,165,209,52,76
2022-02-14,Northern,94,159,30,43
2022-02-15,Southern,121,186,38,56
2022-02-15,Northern,90,154,28,42
2022-02-16,Southern,92,154,29,42
2022-02-16,Northern,206,151,65,95
2022-02-17,Southern,75,126,24,35
2022-02-17,Northern,135,140,43,63
2022-02-18,Southern,96,117,30,44
2022-02-18,Northern,124,127,39,57
2022-02-19,Southern,118,114,37,55
2022-02-19,Northern,140,127,44,65
2022-02-20,Southern,176,116,56,81
2022-02-20,Northern,101,122,32,47
2022-02-21,Southern,164,115,52,76
2022-02-21,Northern,127,128,40,59
2022-02-22,Southern,118,115,37,55
2022-02-22,Northern,124,134,39,57
2022-02-23,Southern,152,124,48,70
2022-02-23,Northern,80,117,25,37
2022-02-24,Southern,91,127,29,42
2022-02-24,Northern,138,117,43,64
2022-02-25,Southern,129,133,41,60
2022-02-25,Northern,160,122,51,74
2022-02-26,Southern,106,130,33,49
2022-02-26,Northern,113,118,36,52
2022-02-27,Southern,61,112,19,28
2022-02-27,Northern,75,113,24,35
2022-02-28,Southern,90,103,29,42
2022-02-28,Northern,102,109,32,47
2022-03-01,Southern,53,92,17,25
2022-03-01,Northern,77,102,24,36
2022-03-02,Southern,160,93,51,74
2022-03-02,Northern,170,114,54,79
2022-03-03,Southern,129,97,41,60
2022-03-03,Northern,105,109,33,48
2022-03-04,Southern,154,100,49,71
2022-03-04,Northern,121,105,38,56
2022-03-05,Southern,160,106,51,74
2022-03-05,Northern,105,104,33,49
2022-03-06,Southern,102,114,32,47
2022-03-06,Northern,80,105,25,37
2022-03-07,Southern,110,117,35,51
2022-03-07,Northern,84,102,26,39
2022-03-08,Southern,121,132,38,56
2022-03-08,Northern,105,107,33,49
2022-03-09,Southern,167,132,53,77
2022-03-09,Northern,118,101,37,55
2022-03-10,Southern,94,127,30,43
2022-03-10,Northern,139,106,44,64
2022-03-11,Southern,213,133,67,99
2022-03-11,Northern,148,109,47,68
2022-03-12,Southern,134,129,42,62
2022-03-12,Northern,105,109,33,48
2022-03-13,Southern,142,136,45,66
2022-03-13,Northern,104,113,33,48
2022-03-14,Southern,145,141,46,67
2022-03-14,Northern,115,118,36,53
2022-03-15,Southern,154,146,49,71
2022-03-15,Northern,115,120,36,53
2022-03-16,Southern,124,140,39,57
2022-03-16,Northern,182,127,57,84
2022-03-17,Southern,107,143,34,49
2022-03-17,Northern,165,130,52,76
2022-03-18,Southern,162,137,51,75
2022-03-18,Northern,162,132,51,75
2022-03-19,Southern,164,141,52,76
2022-03-19,Northern,138,137,44,64
2022-03-20,Southern,160,144,51,74
2022-03-20,Northern,96,136,30,44
2022-03-21,Southern,115,139,36,53
2022-03-21,Northern,133,139,42,62
2022-03-22,Southern,102,131,32,47
2022-03-22,Northern,161,146,51,75
2022-03-23,Southern,135,133,43,62
2022-03-23,Northern,249,152,79,115
2022-03-24,Southern,149,139,47,69
2022-03-24,Northern,231,160,73,107
2022-03-25,Southern,244,147,77,113
2022-03-25,Northern,283,173,89,131
2022-03-26,Southern,168,148,53,78
2022-03-26,Northern,236,187,75,109
2022-03-27,Southern,177,150,56,82
2022-03-27,Northern,212,209,67,98
2022-03-28,Southern,200,162,63,92
2022-03-28,Northern,230,226,73,106
2022-03-29,Southern,248,184,78,114
2022-03-29,Northern,188,231,59,87
2022-03-30,Southern,206,196,65,95
2022-03-30,Northern,371,244,117,171
2022-03-31,Southern,205,205,65,95
2022-03-31,Northern,345,259,109,159
2022-04-01,Southern,478,226,151,221
2022-04-01,Northern,316,263,100,146
2022-04-02,Southern,548,267,173,253
2022-04-02,Northern,370,280,117,171
2022-04-03,Southern,308,289,97,143
2022-04-03,Northern,358,302,113,165
2022-04-04,Southern,275,303,87,127
2022-04-04,Northern,291,313,92,134
2022-04-05,Southern,308,312,97,142
2022-04-05,Northern,431,352,136,199
2022-04-06,Southern,632,367,200,292
2022-04-06,Northern,589,376,186,272
2022-04-07,Southern,352,396,111,162
2022-04-07,Northern,385,382,122,178
2022-04-08,Southern,652,414,206,301
2022-04-08,Northern,411,397,130,190
2022-04-09,Southern,473,405,150,219
2022-04-09,Northern,483,412,153,223
2022-04-10,Southern,485,432,153,224
2022-04-10,Northern,397,418,125,183
2022-04-11,Southern,576,480,182,266
2022-04-11,Northern,565,460,179,261
2022-04-12,Southern,552,522,174,255
2022-04-12,Northern,630,486,199,291
2022-04-13,Southern,554,512,175,256
2022-04-13,Northern,647,492,204,299
2022-04-14,Southern,480,536,152,222
2022-04-14,Northern,851,551,269,393
2022-04-15,Southern,725,544,229,335
2022-04-15,Northern,752,601,238,348
2022-04-16,Southern,1238,624,391,572
2022-04-16,Northern,640,625,202,296
2022-04-17,Southern,708,659,224,327
2022-04-17,Northern,654,672,207,302
2022-04-18,Southern,624,666,197,288
2022-04-18,Northern,572,673,181,264
2022-04-19,Southern,603,675,191,279
2022-04-19,Northern,641,675,203,296
2022-04-20,Southern,378,639,120,175
2022-04-20,Northern,456,642,144,211
2022-04-21,Southern,523,647,165,242
2022-04-21,Northern,571,606,180,264
2022-04-22,Southern,530,619,168,245
2022-04-22,Northern,624,590,197,288
2022-04-23,Southern,426,531,134,197
2022-04-23,Northern,524,574,166,242
2022-04-24,Southern,1021,560,323,472
2022-04-24,Northern,471,547,149,217
2022-04-25,Southern,641,562,203,296
2022-04-25,Northern,471,532,149,218
2022-04-26,Southern,546,554,173,252
2022-04-26,Northern,426,502,135,197
2022-04-27,Southern,487,574,154,225
2022-04-27,Northern,623,525,197,288
2022-04-28,Southern,513,573,162,237
2022-04-28,Northern,505,516,159,233
2022-04-29,Southern,696,595,220,321
2022-04-29,Northern,833,537,263,385
2022-04-30,Southern,674,636,213,311
2022-04-30,Northern,697,560,220,322
2022-05-01,Southern,544,581,172,251
2022-05-01,Northern,493,564,156,228
2022-05-02,Southern,865,606,273,399
2022-05-02,Northern,662,592,209,306
2022-05-03,Southern,576,611,182,266
2022-05-03,Northern,561,615,177,259
2022-05-04,Southern,592,628,187,274
2022-05-04,Northern,751,632,237,347
2022-05-05,Southern,756,664,239,349
2022-05-05,Northern,953,692,301,440
2022-05-06,Southern,881,687,278,407
2022-05-06,Northern,789,687,249,364
2022-05-07,Southern,849,710,268,392
2022-05-07,Northern,797,700,252,368
2022-05-08,Southern,829,754,262,383
2022-05-08,Northern,952,769,301,440
2022-05-09,Southern,1435,810,454,663
2022-05-09,Northern,853,797,270,394
2022-05-10,Southern,863,858,273,399
2022-05-10,Northern,922,856,291,426
2022-05-11,Southern,835,902,264,386
2022-05-11,Northern,995,891,314,460
2022-05-12,Southern,2072,1041,655,957
2022-05-12,Northern,1670,965,528,771
2022-05-13,Southern,1404,1113,444,649
2022-05-13,Northern,1285,1035,406,594
2022-05-14,Southern,1508,1209,477,697
2022-05-14,Northern,1356,1117,428,626
2022-05-15,Southern,1302,1289,411,601
2022-05-15,Northern,982,1122,310,454
2022-05-16,Southern,1493,1296,472,690
2022-05-16,Northern,1143,1170,361,528
2022-05-17,Southern,1046,1332,331,483
2022-05-17,Northern,1669,1273,528,771
2022-05-18,Southern,745,1311,235,344
2022-05-18,Northern,696,1210,220,322
2022-05-19,Southern,809,1146,256,374
2022-05-19,Northern,784,1086,248,362
2022-05-20,Southern,818,1061,258,378
2022-05-20,Northern,1243,1081,393,574
2022-05-21,Southern,766,963,242,354
2022-05-21,Northern,906,1020,286,419
2022-05-22,Southern,1174,949,371,542
2022-05-22,Northern,1151,1044,364,532
2022-05-23,Southern,1249,925,395,577
2022-05-23,Northern,1077,1035,340,498
2022-05-24,Southern,690,871,218,319
2022-05-24,Northern,743,922,235,343
2022-05-25,Southern,632,851,200,292
2022-05-25,Northern,561,894,177,259
2022-05-26,Southern,808,851,255,374
2022-05-26,Northern,1368,968,432,632
2022-05-27,Southern,1138,892,360,526
2022-05-27,Northern,1043,944,330,482
2022-05-28,Southern,453,828,143,209
2022-05-28,Northern,1031,962,326,476
2022-05-29,Southern,705,770,223,326
2022-05-29,Northern,1246,972,394,576
2022-05-30,Southern,888,733,281,410
2022-05-30,Northern,919,951,290,424
2022-05-31,Southern,670,730,212,310
2022-05-31,Northern,1375,1038,434,635
2022-06-01,Southern,577,720,182,266
2022-06-01,Northern,791,1090,250,365
2022-06-02,Southern,976,740,308,451
2022-06-02,Northern,696,990,220,322
2022-06-03,Southern,801,704,253,370
2022-06-03,Northern,951,977,301,439
2022-06-04,Southern,620,736,196,286
2022-06-04,Northern,532,889,168,246
2022-06-05,Southern,683,733,216,315
2022-06-05,Northern,366,746,116,169
2022-06-06,Southern,848,728,268,392
2022-06-06,Northern,435,671,138,201
2022-06-07,Southern,762,742,241,352
2022-06-07,Northern,571,592,180,264
2022-06-08,Southern,369,696,117,171
2022-06-08,Northern,636,574,201,294
2022-06-09,Southern,714,665,226,330
2022-06-09,Northern,549,554,174,254
2022-06-10,Southern,815,667,258,377
2022-06-10,Northern,619,521,196,286
2022-06-11,Southern,651,672,206,301
2022-06-11,Northern,785,551,248,362
2022-06-12,Southern,932,702,295,431
2022-06-12,Northern,932,630,295,431
2022-06-13,Southern,691,682,218,319
2022-06-13,Northern,245,580,77,113
2022-06-14,Southern,499,642,158,231
2022-06-14,Northern,461,563,146,213
2022-06-15,Southern,1044,745,330,482
2022-06-15,Northern,1392,629,440,643
2022-06-16,Southern,635,732,201,293
2022-06-16,Northern,1468,724,464,678
2022-06-17,Southern,405,663,128,187
2022-06-17,Northern,584,718,184,270
2022-06-18,Southern,363,610,115,168
2022-06-18,Northern,433,660,137,200
2022-06-19,Southern,1335,642,422,617
2022-06-19,Northern,509,605,161,235
2022-06-20,Southern,560,623,177,259
2022-06-20,Northern,532,676,168,246
2022-06-21,Southern,457,615,144,211
2022-06-21,Northern,568,696,179,262
2022-06-22,Southern,526,558,166,243
2022-06-22,Northern,611,619,193,282
2022-06-23,Southern,564,548,178,261
2022-06-23,Northern,789,567,249,365
2022-06-24,Southern,478,561,151,221
2022-06-24,Northern,648,575,205,299
2022-06-25,Southern,510,589,161,236
2022-06-25,Northern,738,621,233,341
2022-06-26,Southern,826,550,261,381
2022-06-26,Northern,688,648,217,318
2022-06-27,Southern,851,584,269,393
2022-06-27,Northern,536,649,169,248
2022-06-28,Southern,724,624,229,334
2022-06-28,Northern,562,648,178,260
2022-06-29,Southern,430,606,136,199
2022-06-29,Northern,606,647,192,280
2022-06-30,Southern,529,600,167,244
2022-06-30,Northern,607,623,192,280
2022-07-01,Southern,909,658,287,420
2022-07-01,Northern,428,587,135,198
2022-07-02,Southern,736,694,232,340
2022-07-02,Northern,800,594,253,370
2022-07-03,Southern,1281,739,405,592
2022-07-03,Northern,741,600,234,343
2022-07-04,Southern,850,738,269,393
2022-07-04,Northern,751,630,237,347
2022-07-05,Southern,573,714,181,265
2022-07-05,Northern,813,664,257,376
2022-07-06,Southern,540,738,171,249
2022-07-06,Northern,800,691,253,370
2022-07-07,Southern,400,709,126,185
2022-07-07,Northern,871,728,275,403
2022-07-08,Southern,666,678,210,307
2022-07-08,Northern,861,804,272,398
2022-07-09,Southern,715,675,226,330
2022-07-09,Northern,793,803,251,366
2022-07-10,Southern,723,622,228,334
2022-07-10,Northern,579,775,183,268
2022-07-11,Southern,627,596,198,290
2022-07-11,Northern,676,764,214,312
2022-07-12,Southern,717,615,227,331
2022-07-12,Northern,808,763,255,374
2022-07-13,Southern,959,668,303,443
2022-07-13,Northern,822,766,260,380
2022-07-14,Southern,693,723,219,320
2022-07-14,Northern,742,749,235,343
2022-07-15,Southern,707,729,224,327
2022-07-15,Northern,592,710,187,273
2022-07-16,Southern,513,695,162,237
2022-07-16,Northern,592,681,187,273
2022-07-17,Southern,645,684,204,298
2022-07-17,Northern,683,697,216,315
2022-07-18,Southern,511,664,162,236
2022-07-18,Northern,509,669,161,235
2022-07-19,Southern,791,674,250,365
2022-07-19,Northern,533,631,169,246
2022-07-20,Southern,576,626,182,266
2022-07-20,Northern,482,584,152,223
2022-07-21,Southern,885,649,280,409
2022-07-21,Northern,586,565,185,271
2022-07-22,Southern,655,641,207,303
2022-07-22,Northern,695,578,220,321
2022-07-23,Southern,579,653,183,267
2022-07-23,Northern,479,561,151,221
2022-07-24,Southern,590,644,187,273
2022-07-24,Northern,530,541,168,245
2022-07-25,Southern,667,669,211,308
2022-07-25,Northern,554,548,175,256
2022-07-26,Southern,485,624,153,224
2022-07-26,Northern,576,554,182,266
2022-07-27,Southern,513,614,162,237
2022-07-27,Northern,648,577,205,299
2022-07-28,Southern,560,575,177,259
2022-07-28,Northern,605,580,191,279
2022-07-29,Southern,667,577,211,308
2022-07-29,Northern,571,564,180,264
2022-07-30,Southern,442,555,140,204
2022-07-30,Northern,492,566,155,227
2022-07-31,Southern,783,578,247,362
2022-07-31,Northern,486,559,153,224
2022-08-01,Southern,771,590,244,356
2022-08-01,Northern,453,543,143,209
2022-08-02,Southern,623,611,197,288
2022-08-02,Northern,580,544,183,268
2022-08-03,Southern,564,620,178,261
2022-08-03,Northern,481,521,152,222
2022-08-04,Southern,669,635,211,309
2022-08-04,Northern,599,520,189,277
2022-08-05,Southern,461,603,146,213
2022-08-05,Northern,349,485,110,161
2022-08-06,Southern,544,621,172,251
2022-08-06,Northern,449,479,142,208
2022-08-07,Southern,544,589,172,251
2022-08-07,Northern,424,470,134,196
2022-08-08,Southern,525,558,166,242
2022-08-08,Northern,403,462,127,186
2022-08-09,Southern,425,528,134,197
2022-08-09,Northern,492,451,156,227
2022-08-10,Southern,603,533,191,279
2022-08-10,Northern,428,444,135,198
2022-08-11,Southern,633,529,200,293
2022-08-11,Northern,664,450,210,307
2022-08-12,Southern,425,523,134,196
2022-08-12,Northern,504,475,159,233
2022-08-13,Southern,382,497,121,177
2022-08-13,Northern,648,500,205,299
2022-08-14,Southern,375,472,118,173
2022-08-14,Northern,575,522,182,265
2022-08-15,Southern,350,445,111,162
2022-08-15,Northern,393,520,124,181
2022-08-16,Southern,435,447,137,201
2022-08-16,Northern,417,508,132,193
2022-08-17,Southern,456,429,144,211
2022-08-17,Northern,648,539,205,299
2022-08-18,Southern,424,405,134,196
2022-08-18,Northern,762,550,241,352
2022-08-19,Southern,645,430,204,298
2022-08-19,Northern,397,531,125,183
2022-08-20,Southern,740,473,234,342
2022-08-20,Northern,266,468,84,123
2022-08-21,Southern,576,502,182,266
2022-08-21,Northern,546,465,173,252
2022-08-22,Southern,599,543,189,277
2022-08-22,Northern,499,481,158,231
2022-08-23,Southern,420,540,133,194
2022-08-23,Northern,392,477,124,181
2022-08-24,Southern,355,521,112,164
2022-08-24,Northern,407,446,129,188
2022-08-25,Southern,383,514,121,177
2022-08-25,Northern,461,415,146,213
2022-08-26,Southern,564,504,178,261
2022-08-26,Northern,340,406,107,157
2022-08-27,Southern,993,525,314,459
2022-08-27,Northern,339,420,107,157
2022-08-28,Southern,385,496,122,178
2022-08-28,Northern,356,395,113,165
2022-08-29,Southern,380,465,120,175
2022-08-29,Northern,460,391,146,213
2022-08-30,Southern,635,493,201,294
2022-08-30,Northern,503,405,159,232
2022-08-31,Southern,894,563,283,413
2022-08-31,Northern,758,443,240,350
2022-09-01,Southern,391,564,124,181
2022-09-01,Northern,533,452,168,246
2022-09-02,Southern,560,564,177,259
2022-09-02,Northern,728,504,230,336
2022-09-03,Southern,667,533,211,308
2022-09-03,Northern,736,563,233,340
2022-09-04,Southern,651,574,206,301
2022-09-04,Northern,557,600,176,257
2022-09-05,Southern,619,616,196,286
2022-09-05,Northern,572,619,181,264
2022-09-06,Southern,760,632,240,351
2022-09-06,Northern,473,613,150,219
2022-09-07,Southern,496,581,157,229
2022-09-07,Northern,735,611,232,340
2022-09-08,Southern,705,632,223,326
2022-09-08,Northern,826,650,261,382
2022-09-09,Southern,724,655,229,335
2022-09-09,Northern,701,647,222,324
2022-09-10,Southern,752,666,238,347
2022-09-10,Northern,485,609,153,224
2022-09-11,Southern,612,661,194,283
2022-09-11,Northern,684,627,216,316
2022-09-12,Southern,805,686,254,372
2022-09-12,Northern,489,613,154,226
2022-09-13,Southern,476,641,150,220
2022-09-13,Northern,573,630,181,265
2022-09-14,Southern,1110,720,351,513
2022-09-14,Northern,851,644,269,393
2022-09-15,Southern,647,711,205,299
2022-09-15,Northern,595,614,188,275
2022-09-16,Southern,427,659,135,197
2022-09-16,Northern,375,562,119,173
2022-09-17,Southern,706,653,223,326
2022-09-17,Northern,495,563,156,229
2022-09-18,Southern,539,641,170,249
2022-09-18,Northern,450,530,142,208
2022-09-19,Southern,779,638,246,360
2022-09-19,Northern,384,513,121,178
2022-09-20,Southern,673,671,213,311
2022-09-20,Northern,537,508,170,248
2022-09-21,Southern,770,637,243,356
2022-09-21,Northern,731,497,231,338
2022-09-22,Southern,1044,682,330,482
2022-09-22,Northern,714,510,226,330
2022-09-23,Southern,1204,791,380,556
2022-09-23,Northern,988,586,312,456
2022-09-24,Southern,916,821,290,423
2022-09-24,Northern,1357,677,429,627
2022-09-25,Southern,1293,930,408,597
2022-09-25,Northern,875,744,276,404
2022-09-26,Southern,1231,993,389,569
2022-09-26,Northern,608,794,192,281
2022-09-27,Southern,1421,1104,449,657
2022-09-27,Northern,828,845,262,383
2022-09-28,Southern,1094,1161,346,505
2022-09-28,Northern,1272,915,402,588
2022-09-29,Southern,889,1135,281,411
2022-09-29,Northern,825,934,261,381
2022-09-30,Southern,1016,1108,321,469
2022-09-30,Northern,700,889,221,323
2022-10-01,Southern,1471,1185,465,679
2022-10-01,Northern,714,811,226,330
2022-10-02,Southern,897,1125,283,414
2022-10-02,Northern,959,822,303,443
2022-10-03,Southern,716,1041,226,331
2022-10-03,Northern,751,847,237,347
2022-10-04,Southern,887,973,280,410
2022-10-04,Northern,862,852,272,398
2022-10-05,Southern,865,941,273,400
2022-10-05,Northern,979,821,309,452
2022-10-06,Southern,836,933,264,386
2022-10-06,Northern,536,772,169,248
2022-10-07,Southern,1130,947,357,522
2022-10-07,Northern,544,744,172,251
2022-10-08,Southern,1635,962,517,755
2022-10-08,Northern,925,772,292,427
2022-10-09,Southern,1341,1019,424,619
2022-10-09,Northern,1002,777,317,463
2022-10-10,Southern,985,1066,311,455
2022-10-10,Northern,1104,821,349,510
2022-10-11,Southern,1139,1105,360,526
2022-10-11,Northern,543,769,172,251
2022-10-12,Southern,653,1061,206,302
2022-10-12,Northern,369,669,117,170
2022-10-13,Southern,1029,1094,325,476
2022-10-13,Northern,563,673,178,260
2022-10-14,Southern,816,1044,258,377
2022-10-14,Northern,781,709,247,361
2022-10-15,Southern,924,962,292,427
2022-10-15,Northern,1153,732,364,532
2022-10-16,Southern,1503,978,475,694
2022-10-16,Northern,928,724,293,429
2022-10-17,Southern,1247,1011,394,576
2022-10-17,Northern,928,706,293,429
2022-10-18,Southern,1034,997,327,477
2022-10-18,Northern,972,767,307,449
2022-10-19,Southern,731,1014,231,338
2022-10-19,Northern,1071,894,338,495
2022-10-20,Southern,858,987,271,396
2022-10-20,Northern,493,877,156,228
2022-10-21,Southern,509,923,161,235
2022-10-21,Northern,289,761,91,133
2022-10-22,Southern,442,831,140,204
2022-10-22,Northern,287,624,91,133
2022-10-23,Southern,886,771,280,409
2022-10-23,Northern,298,530,94,138
2022-10-24,Southern,693,708,219,320
2022-10-24,Northern,224,433,71,103
2022-10-25,Southern,555,648,175,256
2022-10-25,Northern,423,384,134,195
2022-10-26,Southern,523,618,165,242
2022-10-26,Northern,450,340,142,208
2022-10-27,Southern,648,594,205,300
2022-10-27,Northern,494,340,156,228
2022-10-28,Southern,748,627,236,346
2022-10-28,Northern,325,345,103,150
2022-10-29,Southern,555,648,175,256
2022-10-29,Northern,476,371,150,220
2022-10-30,Southern,640,619,202,296
2022-10-30,Northern,287,369,91,133
2022-10-31,Southern,638,611,202,295
2022-10-31,Northern,343,393,108,159
2022-11-01,Southern,842,649,266,389
2022-11-01,Northern,307,375,97,142
2022-11-02,Southern,497,644,157,230
2022-11-02,Northern,370,365,117,171
2022-11-03,Southern,574,633,181,265
2022-11-03,Northern,421,356,133,194
2022-11-04,Southern,571,609,180,264
2022-11-04,Northern,436,372,138,202
2022-11-05,Southern,757,637,239,350
2022-11-05,Northern,293,347,93,135
2022-11-06,Southern,673,641,213,311
2022-11-06,Northern,360,358,114,166
2022-11-07,Southern,496,619,157,229
2022-11-07,Northern,540,382,171,250
2022-11-08,Southern,377,551,119,174
2022-11-08,Northern,374,393,118,173
2022-11-09,Southern,462,546,146,213
2022-11-09,Northern,525,413,166,242
2022-11-10,Southern,352,509,111,163
2022-11-10,Northern,331,399,105,153
2022-11-11,Southern,674,521,213,312
2022-11-11,Northern,380,391,120,175
2022-11-12,Southern,555,499,175,256
2022-11-12,Northern,460,417,145,212
2022-11-13,Southern,821,513,259,379
2022-11-13,Northern,500,438,158,231
2022-11-14,Southern,505,514,160,233
2022-11-14,Northern,293,401,93,136
2022-11-15,Southern,700,562,221,323
2022-11-15,Northern,397,404,125,183
2022-11-16,Southern,557,577,176,257
2022-11-16,Northern,447,395,141,206
2022-11-17,Southern,397,587,126,184
2022-11-17,Northern,414,408,131,191
2022-11-18,Southern,724,593,229,334
2022-11-18,Northern,394,410,125,182
2022-11-19,Southern,550,592,174,254
2022-11-19,Northern,583,424,184,269
2022-11-20,Southern,651,573,206,301
2022-11-20,Northern,504,425,159,233
2022-11-21,Southern,771,609,244,356
2022-11-21,Northern,304,427,96,140
2022-11-22,Southern,716,611,226,331
2022-11-22,Northern,435,433,137,201
2022-11-23,Southern,776,640,245,358
2022-11-23,Northern,524,443,166,242
2022-11-24,Southern,914,721,289,422
2022-11-24,Northern,763,483,241,352
2022-11-25,Southern,695,717,220,321
2022-11-25,Northern,727,527,230,336
2022-11-26,Southern,899,769,284,415
2022-11-26,Northern,1156,581,365,534
2022-11-27,Southern,1152,834,364,532
2022-11-27,Northern,682,607,216,315
2022-11-28,Southern,1221,891,386,564
2022-11-28,Northern,747,690,236,345
2022-11-29,Southern,1015,937,321,469
2022-11-29,Northern,1292,806,408,597
2022-11-30,Southern,1504,1029,475,695
2022-11-30,Northern,1075,893,340,497
2022-12-01,Southern,1017,1045,321,470
2022-12-01,Northern,879,912,278,406
2022-12-02,Southern,694,1045,219,321
2022-12-02,Northern,861,934,272,398
2022-12-03,Southern,1057,1070,334,488
2022-12-03,Northern,834,891,264,386
2022-12-04,Southern,987,1046,312,456
2022-12-04,Northern,906,928,286,419
2022-12-05,Southern,1028,1021,325,475
2022-12-05,Northern,685,917,217,317
2022-12-06,Southern,1015,1021,321,469
2022-12-06,Northern,1327,920,419,613
2022-12-07,Southern,1131,980,357,522
2022-12-07,Northern,1094,923,346,505
2022-12-08,Southern,1187,1002,375,549
2022-12-08,Northern,1531,999,484,707
2022-12-09,Southern,1084,1068,343,501
2022-12-09,Northern,1370,1067,433,633
2022-12-10,Southern,1791,1152,566,828
2022-12-10,Northern,1576,1169,498,728
2022-12-11,Southern,1843,1259,583,852
2022-12-11,Northern,792,1147,250,366
2022-12-12,Southern,1652,1347,522,763
2022-12-12,Northern,834,1179,263,385
2022-12-13,Southern,1170,1375,370,541
2022-12-13,Northern,1108,1149,350,512
2022-12-14,Southern,1032,1357,326,477
2022-12-14,Northern,1033,1140,326,477
2022-12-15,Southern,1055,1335,333,487
2022-12-15,Northern,1123,1090,355,519
2022-12-16,Southern,1307,1371,413,604
2022-12-16,Northern,1012,1044,320,467
2022-12-17,Southern,1663,1356,525,768
2022-12-17,Northern,789,946,249,364
2022-12-18,Southern,1480,1314,468,684
2022-12-18,Northern,1701,1055,538,786
2022-12-19,Southern,1698,1319,536,784
2022-12-19,Northern,1476,1145,466,682
2022-12-20,Southern,1241,1331,392,574
2022-12-20,Northern,1359,1179,430,628
2022-12-21,Southern,1793,1440,567,828
2022-12-21,Northern,1593,1254,503,736
2022-12-22,Southern,2430,1622,768,1123
2022-12-22,Northern,1891,1351,597,873
2022-12-23,Southern,1332,1626,421,615
2022-12-23,Northern,2551,1542,806,1178
2022-12-24,Southern,1036,1520,327,479
2022-12-24,Northern,1386,1671,438,640
2022-12-25,Southern,2124,1601,671,981
2022-12-25,Northern,1597,1656,505,738
2022-12-26,Southern,1526,1576,482,705
2022-12-26,Northern,2377,1772,751,1098
2022-12-27,Southern,2898,1779,916,1339
2022-12-27,Northern,2423,1925,766,1120
2022-12-28,Southern,1524,1739,482,704
2022-12-28,Northern,1630,1931,515,753
2022-12-29,Southern,1765,1661,558,815
2022-12-29,Northern,2003,1947,633,925
2022-12-30,Southern,1537,1695,486,710
2022-12-30,Northern,1833,1857,579,847
2022-12-31,Southern,1591,1803,503,735
2022-12-31,Northern,2330,2000,736,1076
2023-01-01,Southern,1976,1784,624,913
2023-01-01,Northern,1727,2023,546,798
2023-01-02,Southern,1817,1829,574,839
2023-01-02,Northern,1499,1894,474,692
2023-01-03,Southern,1807,1710,571,835
2023-01-03,Northern,1477,1765,467,682
2023-01-04,Southern,4244,1979,1341,1961
2023-01-04,Northern,1214,1692,384,561
2023-01-05,Southern,1963,2009,620,907
2023-01-05,Northern,1567,1633,495,724
2023-01-06,Southern,1260,1953,398,582
2023-01-06,Northern,947,1487,299,438
2023-01-07,Southern,1308,1899,413,604
2023-01-07,Northern,1040,1325,329,480
2023-01-08,Southern,981,1718,310,453
2023-01-08,Northern,904,1208,286,417
2023-01-09,Southern,1079,1595,341,498
2023-01-09,Northern,640,1070,202,296
2023-01-10,Southern,1180,1501,373,545
2023-01-10,Northern,836,986,264,386
2023-01-11,Southern,1416,1283,447,654
2023-01-11,Northern,1240,989,392,573
2023-01-12,Southern,1200,1196,379,554
2023-01-12,Northern,1241,957,392,573
2023-01-13,Southern,1273,1197,402,588
2023-01-13,Northern,699,916,221,323
2023-01-14,Southern,589,1068,186,272
2023-01-14,Northern,1154,930,365,533
2023-01-15,Southern,498,970,157,230
2023-01-15,Northern,2229,1058,704,1030
2023-01-16,Southern,1302,996,412,602
2023-01-16,Northern,1370,1179,433,633
2023-01-17,Southern,835,948,264,386
2023-01-17,Northern,1363,1264,431,630
2023-01-18,Southern,891,887,281,412
2023-01-18,Northern,1009,1228,319,466
2023-01-19,Southern,1240,892,392,573
2023-01-19,Northern,1505,1262,476,695
2023-01-20,Southern,867,844,274,400
2023-01-20,Northern,763,1278,241,352
2023-01-21,Southern,1045,916,330,483
2023-01-21,Northern,939,1241,297,434
2023-01-22,Southern,675,957,213,312
2023-01-22,Northern,787,1069,249,363
2023-01-23,Southern,1072,931,339,495
2023-01-23,Northern,965,1017,305,446
2023-01-24,Southern,694,906,219,321
2023-01-24,Northern,465,872,147,215
2023-01-25,Southern,846,900,267,391
2023-01-25,Northern,871,854,275,402
2023-01-26,Southern,794,844,251,367
2023-01-26,Northern,448,718,142,207
2023-01-27,Southern,532,787,168,246
2023-01-27,Northern,773,720,244,357
2023-01-28,Southern,690,742,218,319
2023-01-28,Northern,685,688,217,317
2023-01-29,Southern,1181,804,373,546
2023-01-29,Northern,767,685,242,354
2023-01-30,Southern,727,761,230,336
2023-01-30,Northern,689,653,218,318
2023-01-31,Southern,921,792,291,426
2023-01-31,Northern,1169,745,369,540
2023-02-01,Southern,834,790,264,386
2023-02-01,Northern,706,723,223,326
2023-02-02,Southern,649,768,205,300
2023-02-02,Northern,906,800,286,419
2023-02-03,Southern,1095,851,346,506
2023-02-03,Northern,907,818,287,419
2023-02-04,Southern,849,877,268,392
2023-02-04,Northern,568,796,180,262
2023-02-05,Southern,1351,894,427,624
2023-02-05,Northern,913,817,288,422
2023-02-06,Southern,1160,955,367,536
2023-02-06,Northern,941,854,297,435
2023-02-07,Southern,798,936,252,369
